0,1032,4
0,1058,1
0,1391,9
0,5387,2
0,5654,2
0,5865,6
0,6946,10
0,7823,5
0,8035,6
0,8133,1
0,8296,1
0,8995,2
0,11633,5
0,12096,2
0,12589,7
0,14590,2
0,15072,4
0,17816,3
0,19041,6
0,19697,1
1,588,4
1,1133,9
1,1992,9
1,2451,8
1,3216,6
1,3959,5
1,4428,6
1,4515,9
1,4792,8
1,4895,9
1,5237,7
1,6080,5
1,6482,10
1,6851,10
1,6927,4
1,7956,9
1,9689,6
1,9844,2
1,9885,9
1,10090,1
1,14563,9
1,14825,5
1,15170,3
1,15644,2
1,16218,7
1,16581,1
1,16868,5
1,18171,7
1,19873,8
2,233,8
2,319,4
2,537,7
2,1679,6
2,2124,10
2,2160,2
2,2527,3
2,5400,10
2,8113,4
2,8835,7
2,8851,9
2,8895,2
2,10019,9
2,10628,3
2,10748,10
2,11993,5
2,12015,2
2,13088,2
2,15223,3
2,15486,1
2,16171,9
2,16240,2
2,16463,9
2,17777,2
2,17968,10
2,19132,9
3,1679,2
3,5097,6
3,5120,9
3,6055,10
3,6190,3
3,6393,5
3,7928,9
3,8149,2
3,9671,6
3,9950,9
3,10581,6
3,12799,9
3,12929,9
3,14306,3
3,14498,8
3,15558,9
3,15889,6
3,16614,9
3,19595,4
4,784,4
4,2907,4
4,4865,3
4,6667,7
4,6858,6
4,7212,8
4,9792,6
4,10758,6
4,12154,3
4,12611,8
4,16062,1
4,18413,8
5,1603,1
5,3356,1
5,4059,1
5,5223,4
5,5377,6
5,5387,2
5,6668,6
5,7200,10
5,7363,1
5,8615,5
5,9287,4
5,10560,5
5,10867,2
5,11089,7
5,11354,10
5,11432,1
5,11456,2
5,12182,6
5,12915,7
5,18852,2
5,19582,3
6,715,1
6,2471,1
6,9826,5
6,11077,8
6,11120,5
6,12919,8
6,12928,8
6,14099,1
6,14971,8
6,15736,1
6,15785,4
6,17153,10
7,532,2
7,736,7
7,1044,8
7,2230,6
7,2296,8
7,2572,6
7,2635,9
7,2681,9
7,3929,5
7,3962,4
7,4039,7
7,4377,7
7,4407,9
7,4574,9
7,5693,8
7,5709,9
7,6186,2
7,7611,4
7,8494,4
7,9320,5
7,12105,5
7,12614,8
7,14118,1
7,14755,6
7,14941,1
7,16508,8
7,17136,5
7,17634,5
7,18136,1
7,18138,1
7,18380,3
7,18397,10
8,982,10
8,3123,2
8,3497,10
8,7053,7
8,8478,4
8,8917,1
8,8962,5
8,9263,8
8,10826,10
8,11496,2
8,12861,8
8,13228,8
8,13523,10
8,13636,9
8,13786,4
8,14195,3
8,15180,9
8,15604,9
8,15923,3
8,17308,4
8,18271,3
8,19682,3
8,19836,7
9,203,4
9,523,8
9,591,4
9,876,4
9,2452,3
9,4040,1
9,8597,3
9,8715,9
9,12318,4
9,12423,2
9,12611,2
9,12980,10
9,13541,3
9,15070,9
9,17246,2
9,18074,6
9,18296,8
10,470,10
10,1062,3
10,1394,10
10,1460,6
10,1653,3
10,2441,1
10,2895,1
10,5932,7
10,6452,8
10,7545,2
10,9786,9
10,10599,5
10,13235,3
10,14451,2
10,15661,9
10,18199,8
10,18390,3
10,18894,7
10,19651,8
10,19921,9
11,727,3
11,4396,5
11,4800,9
11,5439,3
11,6915,6
11,12327,9
11,13420,2
11,13668,5
11,15461,3
11,17580,8
11,17746,3
11,17888,4
11,18474,3
11,18604,5
11,19546,3
12,270,6
12,813,6
12,3017,10
12,3439,4
12,3591,3
12,7318,8
12,7926,8
12,8677,3
12,8744,9
12,9110,1
12,11025,1
12,12213,3
12,12534,6
12,12624,6
12,13460,4
12,14160,10
12,15366,6
12,15484,4
12,15994,1
12,16905,3
12,18732,4
12,19953,6
13,1689,1
13,1827,6
13,3551,3
13,4680,6
13,5733,1
13,6317,6
13,7065,4
13,7959,6
13,8205,7
13,9312,8
13,10049,9
13,11016,2
13,12686,2
13,15163,8
13,15371,9
13,15609,5
13,15720,9
13,18112,9
13,18165,8
14,1110,9
14,2277,4
14,3459,2
14,4085,2
14,8611,2
14,9307,3
14,9669,2
14,9840,6
14,11196,3
14,11288,5
14,11389,5
14,12228,1
14,13100,10
14,13774,3
14,14112,4
14,14787,3
14,14804,6
14,15837,1
15,1087,10
15,2801,8
15,3479,7
15,3875,5
15,8971,9
15,9202,8
15,9218,10
15,9608,7
15,10368,10
15,10391,3
15,10895,8
15,11063,9
15,12112,3
15,12849,2
15,13850,6
15,14010,5
15,14022,4
15,15693,6
15,16907,4
15,17565,2
15,18247,5
15,19400,4
15,19819,1
16,2502,10
16,3117,10
16,3262,9
16,4443,1
16,5237,6
16,6153,3
16,6855,1
16,8631,7
16,9829,6
16,13044,4
16,13136,5
16,14083,2
16,14214,8
16,14645,8
16,16267,10
16,16810,3
16,16852,6
16,17222,3
16,17603,3
16,17753,5
16,17791,2
16,18712,3
16,18957,2
17,158,4
17,317,10
17,684,4
17,1134,3
17,2659,10
17,5338,7
17,10352,1
17,12865,3
17,12976,4
17,13594,2
17,14287,6
17,14536,7
17,14940,4
17,15541,4
17,15717,10
17,16267,5
17,16572,5
17,18205,5
18,2481,4
18,2791,1
18,2826,2
18,3377,8
18,4139,6
18,4366,2
18,5267,7
18,5585,6
18,6251,5
18,7054,5
18,8950,10
18,9616,8
18,12569,6
18,13328,7
18,15212,6
18,17230,10
18,17489,8
18,18053,7
19,704,3
19,2351,9
19,3649,5
19,5435,2
19,5898,2
19,6041,9
19,7822,6
19,8347,7
19,9305,5
19,11255,9
19,13763,1
19,14153,9
19,14882,5
19,16052,6
19,16671,4
19,17763,5
19,18127,5
19,18994,7
20,1459,3
20,2367,3
20,2447,7
20,2522,3
20,3290,3
20,3574,1
20,4269,7
20,7138,8
20,8227,6
20,9992,9
20,10569,10
20,11645,3
20,13368,2
20,13475,3
20,18390,4
20,18453,10
20,19469,9
21,566,4
21,727,5
21,2009,1
21,2369,7
21,3185,8
21,4346,5
21,4935,4
21,6275,1
21,6801,2
21,8586,10
21,10067,10
21,10468,7
21,10506,2
21,11231,6
21,11543,10
21,13278,9
21,15091,4
21,16669,4
21,19558,3
21,19642,8
22,139,9
22,425,3
22,3359,10
22,4508,7
22,6472,4
22,7349,2
22,11973,1
22,12242,5
22,12736,7
22,12772,1
22,13550,9
22,14507,10
22,14588,2
22,14900,9
22,15566,9
22,16921,3
22,18900,9
22,19085,8
22,19501,5
23,465,7
23,2581,3
23,3277,6
23,7289,7
23,8704,4
23,9677,3
23,9933,7
23,10872,8
23,13955,9
23,15224,5
23,15410,7
23,15566,4
23,15635,6
23,17191,1
23,18068,7
23,18375,9
23,19660,9
24,1800,8
24,2706,10
24,3227,9
24,4501,10
24,4766,2
24,5037,9
24,7600,10
24,8199,2
24,12292,8
24,12447,5
24,12757,8
24,13134,8
24,14131,4
24,14367,7
24,15140,6
24,19318,1
25,336,5
25,4758,2
25,5819,6
25,6846,4
25,8417,3
25,8632,9
25,8701,8
25,8759,2
25,8921,3
25,9579,5
25,11883,10
25,12238,2
25,12578,1
25,13129,3
25,13130,9
25,14577,2
25,14709,9
25,16535,9
25,17069,3
25,17163,5
25,17361,3
25,17465,8
25,18549,9
25,18962,7
26,590,10
26,2852,7
26,2859,3
26,3205,2
26,3966,5
26,4198,7
26,4303,10
26,5762,8
26,7448,9
26,9595,4
26,10949,1
26,10977,9
26,12692,5
26,14079,9
26,15083,8
26,19144,1
26,19655,9
27,1280,10
27,2560,9
27,3127,9
27,4772,10
27,6292,6
27,8466,5
27,9340,4
27,9772,3
27,9870,2
27,10561,6
27,12657,2
27,13039,6
27,13795,7
27,13923,2
27,14197,2
27,15614,5
27,19775,1
28,939,6
28,2439,8
28,2927,10
28,3234,10
28,3681,3
28,4055,2
28,4559,3
28,9878,7
28,11073,5
28,12647,3
28,12994,1
28,13899,6
28,14017,3
28,14024,5
28,16000,9
28,16619,9
28,18227,9
28,19049,8
29,312,5
29,955,3
29,1438,3
29,2955,7
29,3380,5
29,4034,2
29,5068,9
29,7794,10
29,8343,6
29,8613,4
29,9434,10
29,10137,5
29,12698,6
29,12785,10
29,12968,6
29,13012,1
29,14886,7
29,15216,9
29,16426,5
29,16671,3
29,18094,4
30,5077,1
30,8108,6
30,9229,2
30,10776,4
30,11372,9
30,12277,5
30,12792,2
30,14272,1
30,14284,4
30,14593,9
30,15994,6
30,16942,4
30,17762,6
30,19332,7
30,19719,3
30,19737,5
30,19825,2
30,19897,3
31,223,5
31,1115,10
31,2633,2
31,3284,9
31,5144,2
31,6696,2
31,7895,10
31,8142,5
31,9634,3
31,9943,5
31,10226,1
31,12056,9
31,14002,5
31,14244,8
31,19989,6
32,49,9
32,1211,6
32,1809,2
32,2253,1
32,2558,7
32,3415,2
32,3454,10
32,6417,1
32,9482,1
32,9892,3
32,10279,1
32,11745,8
32,11869,8
32,11946,9
32,13525,3
32,14061,5
32,15196,4
32,16047,3
32,16620,4
32,18104,10
32,19169,7
32,19867,10
33,1677,6
33,1772,9
33,4686,7
33,5048,2
33,5304,8
33,5706,3
33,5710,7
33,5754,8
33,9811,6
33,13087,6
33,13717,4
33,14306,3
33,16648,9
33,16737,6
33,19666,3
33,19834,3
34,41,3
34,344,8
34,1984,5
34,2494,8
34,2939,8
34,3356,3
34,3632,8
34,3872,1
34,4239,1
34,6007,6
34,6183,2
34,8783,2
34,8807,7
34,8875,8
34,9947,2
34,11609,2
34,11815,5
34,12431,6
34,13049,8
34,13283,4
34,13640,2
34,14215,9
34,15932,5
34,16205,10
34,17521,2
34,17873,3
34,18333,6
34,18695,6
34,18912,6
35,292,3
35,1138,3
35,1241,10
35,3306,7
35,3877,5
35,3965,9
35,5782,2
35,6011,3
35,6992,5
35,7968,7
35,8715,9
35,9175,2
35,9600,3
35,9861,1
35,10444,3
35,10976,10
35,11721,1
35,16330,7
35,18132,9
35,19205,7
35,19702,2
35,19967,8
36,1208,2
36,2016,5
36,2105,4
36,2334,8
36,3195,3
36,3619,1
36,5063,9
36,6014,9
36,6077,2
36,6870,9
36,7609,9
36,8114,10
36,9438,7
36,10049,6
36,11682,5
36,12182,1
36,12503,6
36,12958,6
36,13374,10
36,16986,10
36,17898,3
36,18463,6
36,18493,6
37,1961,6
37,2425,10
37,3950,10
37,5101,9
37,5374,2
37,6602,4
37,7581,5
37,7987,7
37,9835,10
37,10697,4
37,13719,2
37,14966,5
37,15099,4
37,16233,7
37,18961,2
37,19376,5
38,4379,2
38,4793,10
38,5557,6
38,6738,8
38,8358,10
38,8691,6
38,8778,2
38,9223,3
38,10273,8
38,11003,1
38,12235,10
38,14886,2
38,17430,7
39,742,5
39,953,9
39,2863,3
39,4255,5
39,7285,9
39,8935,6
39,15043,3
39,18569,8
39,18833,2
39,19682,1
39,19761,1
40,1800,2
40,2754,2
40,3336,6
40,3833,8
40,4027,1
40,5200,5
40,5275,7
40,5537,2
40,6831,3
40,6945,9
40,7399,1
40,7652,6
40,9129,5
40,10403,4
40,11166,3
40,12908,7
40,13414,9
40,15209,5
40,16868,1
40,16876,8
40,18394,7
40,18967,2
40,19998,10
41,635,5
41,3319,5
41,3532,2
41,3564,3
41,4286,4
41,5310,2
41,5441,5
41,5910,4
41,6017,3
41,7495,4
41,8094,4
41,10498,4
41,10788,3
41,11039,5
41,12189,1
41,12386,8
41,13212,10
41,14916,6
41,15415,10
41,16010,5
41,17543,9
41,19147,9
42,634,8
42,1141,2
42,1158,1
42,2794,6
42,3635,5
42,4996,10
42,5218,2
42,5576,1
42,5751,1
42,8470,5
42,9015,2
42,9047,5
42,11244,10
42,11268,6
42,11450,9
42,11667,5
42,13204,10
42,14527,7
42,17646,7
42,18940,10
42,19397,4
42,19482,2
43,1258,3
43,2113,10
43,2125,1
43,3009,8
43,4455,6
43,5232,10
43,6275,6
43,6920,6
43,9444,6
43,10284,7
43,10541,9
43,10990,6
43,12159,7
43,12278,9
43,12506,5
43,12645,5
43,13683,4
43,14587,3
43,14890,6
43,15973,9
43,18242,8
43,18718,9
44,2808,3
44,4197,1
44,4749,10
44,5544,4
44,6003,3
44,6933,1
44,9574,10
44,10874,3
44,14616,2
44,17379,5
44,19342,4
44,19478,10
45,521,1
45,678,4
45,706,6
45,1965,4
45,2353,8
45,4023,3
45,5237,10
45,7406,9
45,7816,3
45,8073,6
45,8352,10
45,9887,4
45,10491,3
45,13298,3
45,13622,3
45,15052,8
45,15482,2
45,15800,9
45,16411,10
45,17376,3
45,17650,10
45,17662,4
45,19680,1
46,284,4
46,736,6
46,813,5
46,1864,10
46,2953,3
46,3061,8
46,4594,5
46,6208,4
46,7320,5
46,7949,4
46,8580,7
46,9314,5
46,10377,10
46,12509,8
46,14165,9
46,14586,1
46,14968,7
46,17229,1
47,533,1
47,1056,5
47,1777,2
47,2543,9
47,2965,6
47,4636,6
47,7699,1
47,7731,1
47,7758,2
47,8025,8
47,8855,3
47,9337,8
47,9668,6
47,10422,7
47,11304,4
47,12094,4
47,12368,9
47,12857,2
47,13041,6
47,13449,4
47,13944,9
47,16006,1
47,17166,1
47,19855,6
48,4642,4
48,7338,3
48,7958,7
48,8269,4
48,8739,7
48,13476,5
48,13661,5
48,14462,2
48,14549,9
48,14723,5
48,14908,4
48,15879,6
48,16166,10
48,19364,7
48,19827,8
49,732,10
49,2941,4
49,3136,1
49,3547,5
49,6083,3
49,8401,3
